age,BMI,body_mass,goal,best_temp,best_humidity,best_session,height
25.0,25.824390347315703,94.30440912902677,stress_relief,89.82556766318909,9.297793233906845,21.985985740127777,1.9109572005598168
25.0,25.824390347315703,94.30440912902677,muscle_recovery,89.82556766318909,9.297793233906845,21.985985740127777,1.9109572005598168
25.0,25.824390347315703,94.30440912902677,cold_recovery,89.82556766318909,9.297793233906845,21.985985740127777,1.9109572005598168
25.0,25.824390347315703,94.30440912902677,longevity,89.82556766318909,9.297793233906845,21.985985740127777,1.9109572005598168
25.0,25.824390347315703,94.30440912902677,sleep_quality,89.82556766318909,9.297793233906845,21.985985740127777,1.9109572005598168
25.0,25.824390347315703,94.30440912902677,cardiovascular_health,89.82556766318909,9.297793233906845,21.985985740127777,1.9109572005598168
22.0,25.14609191970543,85.87701104989426,stress_relief,87.93583383964153,17.039604685293945,20.274157104306095,1.8480052932006708
22.0,25.14609191970543,85.87701104989426,muscle_recovery,87.93583383964153,17.039604685293945,20.274157104306095,1.8480052932006708
22.0,25.14609191970543,85.87701104989426,cold_recovery,87.93583383964153,17.039604685293945,20.274157104306095,1.8480052932006708
22.0,25.14609191970543,85.87701104989426,longevity,87.93583383964153,17.039604685293945,20.274157104306095,1.8480052932006708
22.0,25.14609191970543,85.87701104989426,sleep_quality,87.93583383964153,17.039604685293945,20.274157104306095,1.8480052932006708
22.0,25.14609191970543,85.87701104989426,cardiovascular_health,87.93583383964153,17.039604685293945,20.274157104306095,1.8480052932006708
23.0,17.43591511870941,74.09543604688905,stress_relief,82.2058685436672,19.95856849855404,15.76369051919059,2.0614526129105473
23.0,17.43591511870941,74.09543604688905,muscle_recovery,82.2058685436672,19.95856849855404,15.76369051919059,2.0614526129105473
23.0,17.43591511870941,74.09543604688905,cold_recovery,82.2058685436672,19.95856849855404,15.76369051919059,2.0614526129105473
23.0,17.43591511870941,74.09543604688905,longevity,82.2058685436672,19.95856849855404,15.76369051919059,2.0614526129105473
23.0,17.43591511870941,74.09543604688905,sleep_quality,82.2058685436672,19.95856849855404,15.76369051919059,2.0614526129105473
23.0,17.43591511870941,74.09543604688905,cardiovascular_health,82.2058685436672,19.95856849855404,15.76369051919059,2.0614526129105473
25.0,22.801213069644653,100.31734102476132,stress_relief,93.681414308358,5.450390079940892,10.129287155794213,2.0975340988357405
25.0,22.801213069644653,100.31734102476132,muscle_recovery,93.681414308358,5.450390079940892,10.129287155794213,2.0975340988357405
25.0,22.801213069644653,100.31734102476132,cold_recovery,93.681414308358,5.450390079940892,10.129287155794213,2.0975340988357405
25.0,22.801213069644653,100.31734102476132,longevity,93.681414308358,5.450390079940892,10.129287155794213,2.0975340988357405
25.0,22.801213069644653,100.31734102476132,sleep_quality,93.681414308358,5.450390079940892,10.129287155794213,2.0975340988357405
25.0,22.801213069644653,100.31734102476132,cardiovascular_health,93.681414308358,5.450390079940892,10.129287155794213,2.0975340988357405
21.0,23.46332551935957,93.60602097280172,stress_relief,71.01423546585208,18.460487986863978,19.92478443801628,1.997363500315929
21.0,23.46332551935957,93.60602097280172,muscle_recovery,71.01423546585208,18.460487986863978,19.92478443801628,1.997363500315929
21.0,23.46332551935957,93.60602097280172,cold_recovery,71.01423546585208,18.460487986863978,19.92478443801628,1.997363500315929
21.0,23.46332551935957,93.60602097280172,longevity,71.01423546585208,18.460487986863978,19.92478443801628,1.997363500315929
21.0,23.46332551935957,93.60602097280172,sleep_quality,71.01423546585208,18.460487986863978,19.92478443801628,1.997363500315929
21.0,23.46332551935957,93.60602097280172,cardiovascular_health,71.01423546585208,18.460487986863978,19.92478443801628,1.997363500315929
26.0,23.779987275247304,66.45608084593435,stress_relief,68.27792630928865,14.339458003979871,15.712519771244862,1.6717123618133756
26.0,23.779987275247304,66.45608084593435,muscle_recovery,68.27792630928865,14.339458003979871,15.712519771244862,1.6717123618133756
26.0,23.779987275247304,66.45608084593435,cold_recovery,68.27792630928865,14.339458003979871,15.712519771244862,1.6717123618133756
26.0,23.779987275247304,66.45608084593435,longevity,68.27792630928865,14.339458003979871,15.712519771244862,1.6717123618133756
26.0,23.779987275247304,66.45608084593435,sleep_quality,68.27792630928865,14.339458003979871,15.712519771244862,1.6717123618133756
26.0,23.779987275247304,66.45608084593435,cardiovascular_health,68.27792630928865,14.339458003979871,15.712519771244862,1.6717123618133756
23.0,26.86293027686465,105.3682135936798,stress_relief,90.61885900866268,19.60073928747232,24.692166014210702,1.9805149093230632
23.0,26.86293027686465,105.3682135936798,muscle_recovery,90.61885900866268,19.60073928747232,24.692166014210702,1.9805149093230632
23.0,26.86293027686465,105.3682135936798,cold_recovery,90.61885900866268,19.60073928747232,24.692166014210702,1.9805149093230632
23.0,26.86293027686465,105.3682135936798,longevity,90.61885900866268,19.60073928747232,24.692166014210702,1.9805149093230632
23.0,26.86293027686465,105.3682135936798,sleep_quality,90.61885900866268,19.60073928747232,24.692166014210702,1.9805149093230632
23.0,26.86293027686465,105.3682135936798,cardiovascular_health,90.61885900866268,19.60073928747232,24.692166014210702,1.9805149093230632
23.0,26.071243294356933,100.77193663200478,stress_relief,78.17449449901245,11.975142762896414,10.47892530540967,1.9660245255826103
23.0,26.071243294356933,100.77193663200478,muscle_recovery,78.17449449901245,11.975142762896414,10.47892530540967,1.9660245255826103
23.0,26.071243294356933,100.77193663200478,cold_recovery,78.17449449901245,11.975142762896414,10.47892530540967,1.9660245255826103
23.0,26.071243294356933,100.77193663200478,longevity,78.17449449901245,11.975142762896414,10.47892530540967,1.9660245255826103
23.0,26.071243294356933,100.77193663200478,sleep_quality,78.17449449901245,11.975142762896414,10.47892530540967,1.9660245255826103
23.0,26.071243294356933,100.77193663200478,cardiovascular_health,78.17449449901245,11.975142762896414,10.47892530540967,1.9660245255826103
25.0,27.334386577488555,107.38959549118005,stress_relief,90.4090656262118,17.710818958570606,21.696556226115817,1.9821039964288427
25.0,27.334386577488555,107.38959549118005,muscle_recovery,90.4090656262118,17.710818958570606,21.696556226115817,1.9821039964288427
25.0,27.334386577488555,107.38959549118005,cold_recovery,90.4090656262118,17.710818958570606,21.696556226115817,1.9821039964288427
25.0,27.334386577488555,107.38959549118005,longevity,90.4090656262118,17.710818958570606,21.696556226115817,1.9821039964288427
25.0,27.334386577488555,107.38959549118005,sleep_quality,90.4090656262118,17.710818958570606,21.696556226115817,1.9821039964288427
25.0,27.334386577488555,107.38959549118005,cardiovascular_health,90.4090656262118,17.710818958570606,21.696556226115817,1.9821039964288427
20.0,30.003015446216178,95.73741443619473,stress_relief,91.79270615586243,5.935911028974158,28.82948475012131,1.78631643677913
20.0,30.003015446216178,95.73741443619473,muscle_recovery,91.79270615586243,5.935911028974158,28.82948475012131,1.78631643677913
20.0,30.003015446216178,95.73741443619473,cold_recovery,91.79270615586243,5.935911028974158,28.82948475012131,1.78631643677913
20.0,30.003015446216178,95.73741443619473,longevity,91.79270615586243,5.935911028974158,28.82948475012131,1.78631643677913
20.0,30.003015446216178,95.73741443619473,sleep_quality,91.79270615586243,5.935911028974158,28.82948475012131,1.78631643677913
20.0,30.003015446216178,95.73741443619473,cardiovascular_health,91.79270615586243,5.935911028974158,28.82948475012131,1.78631643677913
21.0,30.820757558173582,89.89759018866107,stress_relief,66.87372780857214,10.029185751174436,13.48818534222999,1.7078604068054553
21.0,30.820757558173582,89.89759018866107,muscle_recovery,66.87372780857214,10.029185751174436,13.48818534222999,1.7078604068054553
21.0,30.820757558173582,89.89759018866107,cold_recovery,66.87372780857214,10.029185751174436,13.48818534222999,1.7078604068054553
21.0,30.820757558173582,89.89759018866107,longevity,66.87372780857214,10.029185751174436,13.48818534222999,1.7078604068054553
21.0,30.820757558173582,89.89759018866107,sleep_quality,66.87372780857214,10.029185751174436,13.48818534222999,1.7078604068054553
