age,BMI,body_mass,goal,best_temp,best_humidity,best_session
25.0,25.824390347315703,94.30440912902677,stress_relief,89.82556766318909,9.297793233906845,21.985985740127777
25.0,25.824390347315703,94.30440912902677,muscle_recovery,89.82556766318909,9.297793233906845,21.985985740127777
25.0,25.824390347315703,94.30440912902677,cold_recovery,89.82556766318909,9.297793233906845,21.985985740127777
25.0,25.824390347315703,94.30440912902677,longevity,89.82556766318909,9.297793233906845,21.985985740127777
25.0,25.824390347315703,94.30440912902677,sleep_quality,89.82556766318909,9.297793233906845,21.985985740127777
25.0,25.824390347315703,94.30440912902677,cardiovascular_health,89.82556766318909,9.297793233906845,21.985985740127777
22.0,25.146091919705427,85.87701104989426,stress_relief,87.93583383964153,17.039604685293945,20.274157104306095
22.0,25.146091919705427,85.87701104989426,muscle_recovery,87.93583383964153,17.039604685293945,20.274157104306095
22.0,25.146091919705427,85.87701104989426,cold_recovery,87.93583383964153,17.039604685293945,20.274157104306095
22.0,25.146091919705427,85.87701104989426,longevity,87.93583383964153,17.039604685293945,20.274157104306095
22.0,25.146091919705427,85.87701104989426,sleep_quality,87.93583383964153,17.039604685293945,20.274157104306095
22.0,25.146091919705427,85.87701104989426,cardiovascular_health,87.93583383964153,17.039604685293945,20.274157104306095
23.0,17.435915118709406,74.09543604688905,stress_relief,82.2058685436672,19.95856849855404,15.76369051919059
23.0,17.435915118709406,74.09543604688905,muscle_recovery,82.2058685436672,19.95856849855404,15.76369051919059
23.0,17.435915118709406,74.09543604688905,cold_recovery,82.2058685436672,19.95856849855404,15.76369051919059
23.0,17.435915118709406,74.09543604688905,longevity,82.2058685436672,19.95856849855404,15.76369051919059
23.0,17.435915118709406,74.09543604688905,sleep_quality,82.2058685436672,19.95856849855404,15.76369051919059
23.0,17.435915118709406,74.09543604688905,cardiovascular_health,82.2058685436672,19.95856849855404,15.76369051919059
25.0,22.801213069644657,100.31734102476132,stress_relief,93.681414308358,5.450390079940892,10.129287155794213
25.0,22.801213069644657,100.31734102476132,muscle_recovery,93.681414308358,5.450390079940892,10.129287155794213
25.0,22.801213069644657,100.31734102476132,cold_recovery,93.681414308358,5.450390079940892,10.129287155794213
25.0,22.801213069644657,100.31734102476132,longevity,93.681414308358,5.450390079940892,10.129287155794213
25.0,22.801213069644657,100.31734102476132,sleep_quality,93.681414308358,5.450390079940892,10.129287155794213
25.0,22.801213069644657,100.31734102476132,cardiovascular_health,93.681414308358,5.450390079940892,10.129287155794213
21.0,23.46332551935957,93.60602097280172,stress_relief,71.01423546585208,18.460487986863978,19.92478443801628
21.0,23.46332551935957,93.60602097280172,muscle_recovery,71.01423546585208,18.460487986863978,19.92478443801628
21.0,23.46332551935957,93.60602097280172,cold_recovery,71.01423546585208,18.460487986863978,19.92478443801628
21.0,23.46332551935957,93.60602097280172,longevity,71.01423546585208,18.460487986863978,19.92478443801628
21.0,23.46332551935957,93.60602097280172,sleep_quality,71.01423546585208,18.460487986863978,19.92478443801628
21.0,23.46332551935957,93.60602097280172,cardiovascular_health,71.01423546585208,18.460487986863978,19.92478443801628
26.0,23.779987275247308,66.45608084593435,stress_relief,68.27792630928865,14.339458003979871,15.712519771244862
26.0,23.779987275247308,66.45608084593435,muscle_recovery,68.27792630928865,14.339458003979871,15.712519771244862
26.0,23.779987275247308,66.45608084593435,cold_recovery,68.27792630928865,14.339458003979871,15.712519771244862
26.0,23.779987275247308,66.45608084593435,longevity,68.27792630928865,14.339458003979871,15.712519771244862
26.0,23.779987275247308,66.45608084593435,sleep_quality,68.27792630928865,14.339458003979871,15.712519771244862
26.0,23.779987275247308,66.45608084593435,cardiovascular_health,68.27792630928865,14.339458003979871,15.712519771244862
23.0,26.86293027686465,105.3682135936798,stress_relief,90.61885900866268,19.60073928747232,24.692166014210702
23.0,26.86293027686465,105.3682135936798,muscle_recovery,90.61885900866268,19.60073928747232,24.692166014210702
23.0,26.86293027686465,105.3682135936798,cold_recovery,90.61885900866268,19.60073928747232,24.692166014210702
23.0,26.86293027686465,105.3682135936798,longevity,90.61885900866268,19.60073928747232,24.692166014210702
23.0,26.86293027686465,105.3682135936798,sleep_quality,90.61885900866268,19.60073928747232,24.692166014210702
23.0,26.86293027686465,105.3682135936798,cardiovascular_health,90.61885900866268,19.60073928747232,24.692166014210702
23.0,26.071243294356933,100.77193663200478,stress_relief,78.17449449901245,11.975142762896414,10.47892530540967
23.0,26.071243294356933,100.77193663200478,muscle_recovery,78.17449449901245,11.975142762896414,10.47892530540967
23.0,26.071243294356933,100.77193663200478,cold_recovery,78.17449449901245,11.975142762896414,10.47892530540967
23.0,26.071243294356933,100.77193663200478,longevity,78.17449449901245,11.975142762896414,10.47892530540967
23.0,26.071243294356933,100.77193663200478,sleep_quality,78.17449449901245,11.975142762896414,10.47892530540967
23.0,26.071243294356933,100.77193663200478,cardiovascular_health,78.17449449901245,11.975142762896414,10.47892530540967
25.0,27.33438657748856,107.38959549118005,stress_relief,90.4090656262118,17.710818958570606,21.696556226115817
25.0,27.33438657748856,107.38959549118005,muscle_recovery,90.4090656262118,17.710818958570606,21.696556226115817
25.0,27.33438657748856,107.38959549118005,cold_recovery,90.4090656262118,17.710818958570606,21.696556226115817
25.0,27.33438657748856,107.38959549118005,longevity,90.4090656262118,17.710818958570606,21.696556226115817
25.0,27.33438657748856,107.38959549118005,sleep_quality,90.4090656262118,17.710818958570606,21.696556226115817
25.0,27.33438657748856,107.38959549118005,cardiovascular_health,90.4090656262118,17.710818958570606,21.696556226115817
20.0,30.00301544621618,95.73741443619473,stress_relief,91.79270615586243,5.935911028974158,28.82948475012131
20.0,30.00301544621618,95.73741443619473,muscle_recovery,91.79270615586243,5.935911028974158,28.82948475012131
20.0,30.00301544621618,95.73741443619473,cold_recovery,91.79270615586243,5.935911028974158,28.82948475012131
20.0,30.00301544621618,95.73741443619473,longevity,91.79270615586243,5.935911028974158,28.82948475012131
20.0,30.00301544621618,95.73741443619473,sleep_quality,91.79270615586243,5.935911028974158,28.82948475012131
20.0,30.00301544621618,95.73741443619473,cardiovascular_health,91.79270615586243,5.935911028974158,28.82948475012131
21.0,30.82075755817359,89.89759018866107,stress_relief,66.87372780857214,10.029185751174436,13.48818534222999
21.0,30.82075755817359,89.89759018866107,muscle_recovery,66.87372780857214,10.029185751174436,13.48818534222999
21.0,30.82075755817359,89.89759018866107,cold_recovery,66.87372780857214,10.029185751174436,13.48818534222999
21.0,30.82075755817359,89.89759018866107,longevity,66.87372780857214,10.029185751174436,13.48818534222999
21.0,30.82075755817359,89.89759018866107,sleep_quality,66.87372780857214,10.029185751174436,13.48818534222999
21.0,30.82075755817359,89.89759018866107,cardiovascular_health,66.87372780857214,10.029185751174436,13.48818534222999
25.0,29.20809229585041,79.74863788711218,stress_relief,91.50394288958182,6.00524806626815,19.432989815011908
25.0,29.20809229585041,79.74863788711218,muscle_recovery,91.50394288958182,6.00524806626815,19.432989815011908
25.0,29.20809229585041,79.74863788711218,cold_recovery,91.50394288958182,6.00524806626815,19.432989815011908
25.0,29.20809229585041,79.74863788711218,longevity,91.50394288958182,6.00524806626815,19.432989815011908
25.0,29.20809229585041,79.74863788711218,sleep_quality,91.50394288958182,6.00524806626815,19.432989815011908
25.0,29.20809229585041,79.74863788711218,cardiovascular_health,91.50394288958182,6.00524806626815,19.432989815011908
21.0,33.24390283123389,106.50188113440868,stress_relief,78.44957166108267,19.630147002186057,11.828439836342763
21.0,33.24390283123389,106.50188113440868,muscle_recovery,78.44957166108267,19.630147002186057,11.828439836342763
21.0,33.24390283123389,106.50188113440868,cold_recovery,78.44957166108267,19.630147002186057,11.828439836342763
21.0,33.24390283123389,106.50188113440868,longevity,78.44957166108267,19.630147002186057,11.828439836342763
21.0,33.24390283123389,106.50188113440868,sleep_quality,78.44957166108267,19.630147002186057,11.828439836342763
21.0,33.24390283123389,106.50188113440868,cardiovascular_health,78.44957166108267,19.630147002186057,11.828439836342763
21.0,17.309953905498148,103.03532225402124,stress_relief,80.31297467012696,17.25460860907755,22.513638245227053
21.0,17.309953905498148,103.03532225402124,muscle_recovery,80.31297467012696,17.25460860907755,22.513638245227053
21.0,17.309953905498148,103.03532225402124,cold_recovery,80.31297467012696,17.25460860907755,22.513638245227053
21.0,17.309953905498148,103.03532225402124,longevity,80.31297467012696,17.25460860907755,22.513638245227053
21.0,17.309953905498148,103.03532225402124,sleep_quality,80.31297467012696,17.25460860907755,22.513638245227053
21.0,17.309953905498148,103.03532225402124,cardiovascular_health,80.31297467012696,17.25460860907755,22.513638245227053
26.0,20.328225756620284,60.35137084552185,stress_relief,83.7977753327963,17.78821131868956,21.01063361192451
26.0,20.328225756620284,60.35137084552185,muscle_recovery,83.7977753327963,17.78821131868956,21.01063361192451
26.0,20.328225756620284,60.35137084552185,cold_recovery,83.7977753327963,17.78821131868956,21.01063361192451
26.0,20.328225756620284,60.35137084552185,longevity,83.7977753327963,17.78821131868956,21.01063361192451
26.0,20.328225756620284,60.35137084552185,sleep_quality,83.7977753327963,17.78821131868956,21.01063361192451
26.0,20.328225756620284,60.35137084552185,cardiovascular_health,83.7977753327963,17.78821131868956,21.01063361192451
23.0,17.128568874628417,59.3710826738571,stress_relief,92.7914782019026,19.069478471508415,18.147310484256646
23.0,17.128568874628417,59.3710826738571,muscle_recovery,92.7914782019026,19.069478471508415,18.147310484256646
23.0,17.128568874628417,59.3710826738571,cold_recovery,92.7914782019026,19.069478471508415,18.147310484256646
23.0,17.128568874628417,59.3710826738571,longevity,92.7914782019026,19.069478471508415,18.147310484256646
23.0,17.128568874628417,59.3710826738571,sleep_quality,92.7914782019026,19.069478471508415,18.147310484256646
23.0,17.128568874628417,59.3710826738571,cardiovascular_health,92.7914782019026,19.069478471508415,18.147310484256646
22.0,28.00707014062825,77.57609507765858,stress_relief,65.57348283289292,6.27655229179678,20.427540429474824
22.0,28.00707014062825,77.57609507765858,muscle_recovery,65.57348283289292,6.27655229179678,20.427540429474824
22.0,28.00707014062825,77.57609507765858,cold_recovery,65.57348283289292,6.27655229179678,20.427540429474824
22.0,28.00707014062825,77.57609507765858,longevity,65.57348283289292,6.27655229179678,20.427540429474824
22.0,28.00707014062825,77.57609507765858,sleep_quality,65.57348283289292,6.27655229179678,20.427540429474824
22.0,28.00707014062825,77.57609507765858,cardiovascular_health,65.57348283289292,6.27655229179678,20.427540429474824
26.0,32.26651933214978,100.14877320065531,stress_relief,79.30530404953451,10.7839638877,27.931493169380204
26.0,32.26651933214978,100.14877320065531,muscle_recovery,79.30530404953451,10.7839638877,27.931493169380204
26.0,32.26651933214978,100.14877320065531,cold_recovery,79.30530404953451,10.7839638877,27.931493169380204
26.0,32.26651933214978,100.14877320065531,longevity,79.30530404953451,10.7839638877,27.931493169380204
26.0,32.26651933214978,100.14877320065531,sleep_quality,79.30530404953451,10.7839638877,27.931493169380204
26.0,32.26651933214978,100.14877320065531,cardiovascular_health,79.30530404953451,10.7839638877,27.931493169380204
26.0,21.139199041797088,109.33835872437712,stress_relief,85.63166127291682,6.065523335660032,13.92588604622134
26.0,21.139199041797088,109.33835872437712,muscle_recovery,85.63166127291682,6.065523335660032,13.92588604622134
26.0,21.139199041797088,109.33835872437712,cold_recovery,85.63166127291682,6.065523335660032,13.92588604622134
26.0,21.139199041797088,109.33835872437712,longevity,85.63166127291682,6.065523335660032,13.92588604622134
26.0,21.139199041797088,109.33835872437712,sleep_quality,85.63166127291682,6.065523335660032,13.92588604622134
26.0,21.139199041797088,109.33835872437712,cardiovascular_health,85.63166127291682,6.065523335660032,13.92588604622134
21.0,32.75958726153721,65.82167833738346,stress_relief,86.68120873094685,8.16189652325043,10.451290234106946
21.0,32.75958726153721,65.82167833738346,muscle_recovery,86.68120873094685,8.16189652325043,10.451290234106946
21.0,32.75958726153721,65.82167833738346,cold_recovery,86.68120873094685,8.16189652325043,10.451290234106946
21.0,32.75958726153721,65.82167833738346,longevity,86.68120873094685,8.16189652325043,10.451290234106946
21.0,32.75958726153721,65.82167833738346,sleep_quality,86.68120873094685,8.16189652325043,10.451290234106946
21.0,32.75958726153721,65.82167833738346,cardiovascular_health,86.68120873094685,8.16189652325043,10.451290234106946
24.0,18.024545634922536,88.89479719831102,stress_relief,85.77597294611324,8.440486655565085,27.23329769398202
24.0,18.024545634922536,88.89479719831102,muscle_recovery,85.77597294611324,8.440486655565085,27.23329769398202
24.0,18.024545634922536,88.89479719831102,cold_recovery,85.77597294611324,8.440486655565085,27.23329769398202
24.0,18.024545634922536,88.89479719831102,longevity,85.77597294611324,8.440486655565085,27.23329769398202
24.0,18.024545634922536,88.89479719831102,sleep_quality,85.77597294611324,8.440486655565085,27.23329769398202
24.0,18.024545634922536,88.89479719831102,cardiovascular_health,85.77597294611324,8.440486655565085,27.23329769398202
23.0,32.885412455693746,77.80632454481312,stress_relief,69.03305388224365,12.03660816571368,21.54234164775813
23.0,32.885412455693746,77.80632454481312,muscle_recovery,69.03305388224365,12.03660816571368,21.54234164775813
23.0,32.885412455693746,77.80632454481312,cold_recovery,69.03305388224365,12.03660816571368,21.54234164775813
23.0,32.885412455693746,77.80632454481312,longevity,69.03305388224365,12.03660816571368,21.54234164775813
23.0,32.885412455693746,77.80632454481312,sleep_quality,69.03305388224365,12.03660816571368,21.54234164775813
23.0,32.885412455693746,77.80632454481312,cardiovascular_health,69.03305388224365,12.03660816571368,21.54234164775813
20.0,22.977585683073784,108.43554868635935,stress_relief,73.98186765115044,9.028432511804638,27.81316910923685
20.0,22.977585683073784,108.43554868635935,muscle_recovery,73.98186765115044,9.028432511804638,27.81316910923685
20.0,22.977585683073784,108.43554868635935,cold_recovery,73.98186765115044,9.028432511804638,27.81316910923685
20.0,22.977585683073784,108.43554868635935,longevity,73.98186765115044,9.028432511804638,27.81316910923685
20.0,22.977585683073784,108.43554868635935,sleep_quality,73.98186765115044,9.028432511804638,27.81316910923685
20.0,22.977585683073784,108.43554868635935,cardiovascular_health,73.98186765115044,9.028432511804638,27.81316910923685
26.0,18.72415408363668,101.79018400305684,stress_relief,75.7614657625104,6.514671602266416,21.938904468263452
26.0,18.72415408363668,101.79018400305684,muscle_recovery,75.7614657625104,6.514671602266416,21.938904468263452
26.0,18.72415408363668,101.79018400305684,cold_recovery,75.7614657625104,6.514671602266416,21.938904468263452
26.0,18.72415408363668,101.79018400305684,longevity,75.7614657625104,6.514671602266416,21.938904468263452
26.0,18.72415408363668,101.79018400305684,sleep_quality,75.7614657625104,6.514671602266416,21.938904468263452
26.0,18.72415408363668,101.79018400305684,cardiovascular_health,75.7614657625104,6.514671602266416,21.938904468263452
22.0,25.259819906167536,101.59309264497917,stress_relief,89.13311623038516,7.512366336411615,26.20322179919405
22.0,25.259819906167536,101.59309264497917,muscle_recovery,89.13311623038516,7.512366336411615,26.20322179919405
22.0,25.259819906167536,101.59309264497917,cold_recovery,89.13311623038516,7.512366336411615,26.20322179919405
22.0,25.259819906167536,101.59309264497917,longevity,89.13311623038516,7.512366336411615,26.20322179919405
22.0,25.259819906167536,101.59309264497917,sleep_quality,89.13311623038516,7.512366336411615,26.20322179919405
22.0,25.259819906167536,101.59309264497917,cardiovascular_health,89.13311623038516,7.512366336411615,26.20322179919405
24.0,21.365201651248636,82.37204430933845,stress_relief,73.36279617243659,7.209133453281364,18.59346726710296
24.0,21.365201651248636,82.37204430933845,muscle_recovery,73.36279617243659,7.209133453281364,18.59346726710296
24.0,21.365201651248636,82.37204430933845,cold_recovery,73.36279617243659,7.209133453281364,18.59346726710296
24.0,21.365201651248636,82.37204430933845,longevity,73.36279617243659,7.209133453281364,18.59346726710296
24.0,21.365201651248636,82.37204430933845,sleep_quality,73.36279617243659,7.209133453281364,18.59346726710296
24.0,21.365201651248636,82.37204430933845,cardiovascular_health,73.36279617243659,7.209133453281364,18.59346726710296
24.0,21.84283933335269,79.57061412155859,stress_relief,71.3211489160161,19.59615196868447,24.997198625765375
24.0,21.84283933335269,79.57061412155859,muscle_recovery,71.3211489160161,19.59615196868447,24.997198625765375
24.0,21.84283933335269,79.57061412155859,cold_recovery,71.3211489160161,19.59615196868447,24.997198625765375
24.0,21.84283933335269,79.57061412155859,longevity,71.3211489160161,19.59615196868447,24.997198625765375
24.0,21.84283933335269,79.57061412155859,sleep_quality,71.3211489160161,19.59615196868447,24.997198625765375
24.0,21.84283933335269,79.57061412155859,cardiovascular_health,71.3211489160161,19.59615196868447,24.997198625765375
20.0,22.223929403746872,72.21716774039672,stress_relief,93.72344057114287,16.389387603777106,28.26082933779712
20.0,22.223929403746872,72.21716774039672,muscle_recovery,93.72344057114287,16.389387603777106,28.26082933779712
20.0,22.223929403746872,72.21716774039672,cold_recovery,93.72344057114287,16.389387603777106,28.26082933779712
20.0,22.223929403746872,72.21716774039672,longevity,93.72344057114287,16.389387603777106,28.26082933779712
20.0,22.223929403746872,72.21716774039672,sleep_quality,93.72344057114287,16.389387603777106,28.26082933779712
20.0,22.223929403746872,72.21716774039672,cardiovascular_health,93.72344057114287,16.389387603777106,28.26082933779712
26.0,30.65144026315528,60.93152582584821,stress_relief,65.26589855340407,19.51642197904343,21.44245927444413
26.0,30.65144026315528,60.93152582584821,muscle_recovery,65.26589855340407,19.51642197904343,21.44245927444413
26.0,30.65144026315528,60.93152582584821,cold_recovery,65.26589855340407,19.51642197904343,21.44245927444413
26.0,30.65144026315528,60.93152582584821,longevity,65.26589855340407,19.51642197904343,21.44245927444413
26.0,30.65144026315528,60.93152582584821,sleep_quality,65.26589855340407,19.51642197904343,21.44245927444413
26.0,30.65144026315528,60.93152582584821,cardiovascular_health,65.26589855340407,19.51642197904343,21.44245927444413
22.0,26.165741703479327,102.96556356526276,stress_relief,94.93462567045934,11.596107297618628,13.615703011247591
22.0,26.165741703479327,102.96556356526276,muscle_recovery,94.93462567045934,11.596107297618628,13.615703011247591
22.0,26.165741703479327,102.96556356526276,cold_recovery,94.93462567045934,11.596107297618628,13.615703011247591
22.0,26.165741703479327,102.96556356526276,longevity,94.93462567045934,11.596107297618628,13.615703011247591
22.0,26.165741703479327,102.96556356526276,sleep_quality,94.93462567045934,11.596107297618628,13.615703011247591
22.0,26.165741703479327,102.96556356526276,cardiovascular_health,94.93462567045934,11.596107297618628,13.615703011247591
23.0,22.292230885652064,100.27085247476404,stress_relief,85.30463896572186,9.175527224939849,15.375952300603965
23.0,22.292230885652064,100.27085247476404,muscle_recovery,85.30463896572186,9.175527224939849,15.375952300603965
23.0,22.292230885652064,100.27085247476404,cold_recovery,85.30463896572186,9.175527224939849,15.375952300603965
23.0,22.292230885652064,100.27085247476404,longevity,85.30463896572186,9.175527224939849,15.375952300603965
23.0,22.292230885652064,100.27085247476404,sleep_quality,85.30463896572186,9.175527224939849,15.375952300603965
23.0,22.292230885652064,100.27085247476404,cardiovascular_health,85.30463896572186,9.175527224939849,15.375952300603965
19.0,27.37567431628561,109.9853190108788,stress_relief,89.85407898347351,16.9743979581378,13.972891537948115
19.0,27.37567431628561,109.9853190108788,muscle_recovery,89.85407898347351,16.9743979581378,13.972891537948115
19.0,27.37567431628561,109.9853190108788,cold_recovery,89.85407898347351,16.9743979581378,13.972891537948115
19.0,27.37567431628561,109.9853190108788,longevity,89.85407898347351,16.9743979581378,13.972891537948115
19.0,27.37567431628561,109.9853190108788,sleep_quality,89.85407898347351,16.9743979581378,13.972891537948115
19.0,27.37567431628561,109.9853190108788,cardiovascular_health,89.85407898347351,16.9743979581378,13.972891537948115
22.0,29.17456146179429,109.82511552784308,stress_relief,73.8385818903858,9.893808770617202,14.93714055191466
22.0,29.17456146179429,109.82511552784308,muscle_recovery,73.8385818903858,9.893808770617202,14.93714055191466
22.0,29.17456146179429,109.82511552784308,cold_recovery,73.8385818903858,9.893808770617202,14.93714055191466
22.0,29.17456146179429,109.82511552784308,longevity,73.8385818903858,9.893808770617202,14.93714055191466
22.0,29.17456146179429,109.82511552784308,sleep_quality,73.8385818903858,9.893808770617202,14.93714055191466
22.0,29.17456146179429,109.82511552784308,cardiovascular_health,73.8385818903858,9.893808770617202,14.93714055191466
20.0,21.634608012470075,86.88244869133663,stress_relief,65.4294583300118,9.490750605580224,16.128308987020727
20.0,21.634608012470075,86.88244869133663,muscle_recovery,65.4294583300118,9.490750605580224,16.128308987020727
20.0,21.634608012470075,86.88244869133663,cold_recovery,65.4294583300118,9.490750605580224,16.128308987020727
20.0,21.634608012470075,86.88244869133663,longevity,65.4294583300118,9.490750605580224,16.128308987020727
20.0,21.634608012470075,86.88244869133663,sleep_quality,65.4294583300118,9.490750605580224,16.128308987020727
20.0,21.634608012470075,86.88244869133663,cardiovascular_health,65.4294583300118,9.490750605580224,16.128308987020727
24.0,24.030334725930977,97.98734558938656,stress_relief,87.1360855568459,8.487589883117469,21.10267573506377
